Type of Transaction,Sender ID,Receiver ID,Amount of Money Transferred,Date,Is Fraud,Type of Fraud,Day of the Week
transfer,95594,35300,59726.19,3/17/2019 13:27,1,type2,Sunday
transfer,35300,1991,59726.19,3/29/2019 9:51,1,type2,Friday
transfer,1991,82483,59726.19,4/15/2019 11:10,1,type2,Monday
transfer,82483,63326,59726.19,4/26/2019 9:53,1,type2,Friday
transfer,63326,70242,59726.19,5/9/2019 14:14,1,type2,Thursday
transfer,70242,63810,59726.19,5/18/2019 11:01,1,type2,Saturday
transfer,63810,22306,59726.19,6/28/2019 15:28,1,type2,Friday
transfer,21038,16863,63526.94,3/4/2019 12:51,1,type2,Monday
transfer,16863,38558,63526.94,3/6/2019 11:43,1,type2,Wednesday
transfer,38558,57768,63526.94,3/12/2019 14:27,1,type2,Tuesday
transfer,57768,9810,63526.94,3/14/2019 11:11,1,type2,Thursday
transfer,9810,51713,63526.94,3/19/2019 15:27,1,type2,Tuesday
transfer,51713,61936,63526.94,3/28/2019 14:57,1,type2,Thursday
transfer,61936,68283,63526.94,4/9/2019 11:47,1,type2,Tuesday
transfer,68283,51673,63526.94,4/25/2019 10:21,1,type2,Thursday
transfer,51673,65837,63526.94,4/29/2019 8:05,1,type2,Monday
transfer,65837,26663,63526.94,5/26/2019 9:32,1,type2,Sunday
transfer,45741,44840,74229.56,2/27/2019 8:42,1,type2,Wednesday
transfer,44840,15517,74229.56,2/27/2019 11:01,1,type2,Wednesday
transfer,15517,7654,74229.56,3/15/2019 14:32,1,type2,Friday
transfer,7654,86315,74229.56,3/17/2019 12:02,1,type2,Sunday
transfer,86315,46239,74229.56,3/25/2019 14:29,1,type2,Monday
transfer,46239,96888,74229.56,4/3/2019 9:48,1,type2,Wednesday
transfer,96888,43458,74229.56,4/3/2019 15:24,1,type2,Wednesday
transfer,43458,10997,74229.56,4/4/2019 12:58,1,type2,Thursday
transfer,10997,33473,74229.56,4/7/2019 11:49,1,type2,Sunday
transfer,33473,32740,74229.56,4/17/2019 10:02,1,type2,Wednesday
transfer,32740,9490,74229.56,4/22/2019 15:41,1,type2,Monday
transfer,9490,56185,74229.56,4/30/2019 14:17,1,type2,Tuesday
transfer,56185,32420,74229.56,5/11/2019 15:10,1,type2,Saturday
transfer,32420,77936,74229.56,6/9/2019 8:32,1,type2,Sunday
transfer,77936,78819,74229.56,6/10/2019 14:59,1,type2,Monday
transfer,78819,47111,74229.56,6/12/2019 13:51,1,type2,Wednesday
transfer,47111,34947,74229.56,6/14/2019 13:51,1,type2,Friday
transfer,34947,55838,74229.56,6/17/2019 10:41,1,type2,Monday
transfer,55838,13410,74229.56,6/22/2019 13:18,1,type2,Saturday
transfer,13410,95198,74229.56,6/23/2019 13:31,1,type2,Sunday
transfer,95198,76344,74229.56,6/29/2019 10:54,1,type2,Saturday
transfer,76344,23503,74229.56,6/30/2019 10:17,1,type2,Sunday
transfer,23503,74586,74229.56,7/6/2019 8:39,1,type2,Saturday
transfer,74586,22963,74229.56,7/15/2019 14:06,1,type2,Monday
transfer,44827,27662,52689.88,3/18/2019 10:57,1,type2,Monday
transfer,27662,92734,52689.88,5/3/2019 9:16,1,type2,Friday
transfer,92734,63730,52689.88,7/2/2019 10:08,1,type2,Tuesday
transfer,63730,77073,52689.88,7/5/2019 14:01,1,type2,Friday
transfer,77073,33133,52689.88,7/12/2019 14:31,1,type2,Friday
transfer,33133,43171,52689.88,7/16/2019 13:18,1,type2,Tuesday
transfer,10560,16835,76217.75,2/23/2019 10:13,1,type2,Saturday
transfer,16835,58819,76217.75,3/1/2019 10:10,1,type2,Friday
transfer,58819,55033,76217.75,3/1/2019 10:39,1,type2,Friday
transfer,55033,86948,76217.75,3/2/2019 8:20,1,type2,Saturday
transfer,86948,31965,76217.75,3/8/2019 12:32,1,type2,Friday
transfer,31965,69542,76217.75,4/9/2019 15:00,1,type2,Tuesday
transfer,69542,74761,76217.75,4/20/2019 10:47,1,type2,Saturday
transfer,74761,78808,76217.75,4/22/2019 11:28,1,type2,Monday
transfer,78808,24306,76217.75,4/23/2019 8:34,1,type2,Tuesday
transfer,24306,23199,76217.75,4/26/2019 11:24,1,type2,Friday
transfer,23199,65145,76217.75,5/3/2019 9:31,1,type2,Friday
transfer,65145,96091,76217.75,5/3/2019 14:03,1,type2,Friday
transfer,96091,46638,76217.75,5/11/2019 15:28,1,type2,Saturday
transfer,46638,50729,76217.75,5/24/2019 13:02,1,type2,Friday
transfer,50729,90209,76217.75,5/27/2019 14:48,1,type2,Monday
transfer,90209,75622,76217.75,5/30/2019 15:30,1,type2,Thursday
transfer,75622,73215,76217.75,5/31/2019 15:51,1,type2,Friday
transfer,73215,89274,76217.75,6/10/2019 15:17,1,type2,Monday
transfer,89274,64868,76217.75,6/21/2019 12:41,1,type2,Friday
transfer,64868,99007,76217.75,7/8/2019 9:32,1,type2,Monday
transfer,99007,77724,76217.75,7/16/2019 14:27,1,type2,Tuesday
transfer,77724,46022,76217.75,7/19/2019 10:07,1,type2,Friday
transfer,58107,95867,69379.25,3/10/2019 14:17,1,type2,Sunday
transfer,95867,98698,69379.25,3/29/2019 12:48,1,type2,Friday
transfer,98698,67570,69379.25,4/14/2019 11:20,1,type2,Sunday
transfer,67570,32548,69379.25,4/22/2019 8:07,1,type2,Monday
transfer,32548,55468,69379.25,4/22/2019 11:50,1,type2,Monday
transfer,55468,4017,69379.25,5/12/2019 9:25,1,type2,Sunday
transfer,4017,33174,69379.25,5/19/2019 14:23,1,type2,Sunday
transfer,33174,81173,69379.25,5/21/2019 13:19,1,type2,Tuesday
transfer,81173,48265,69379.25,7/10/2019 8:18,1,type2,Wednesday
transfer,34989,47569,58067.95,2/25/2019 11:10,1,type2,Monday
transfer,47569,54151,58067.95,3/12/2019 10:41,1,type2,Tuesday
transfer,54151,44075,58067.95,3/15/2019 8:29,1,type2,Friday
transfer,44075,55646,58067.95,3/27/2019 14:43,1,type2,Wednesday
transfer,55646,86023,58067.95,4/2/2019 13:38,1,type2,Tuesday
transfer,86023,65468,58067.95,4/11/2019 15:11,1,type2,Thursday
transfer,65468,70267,58067.95,4/13/2019 11:27,1,type2,Saturday
transfer,70267,93794,58067.95,5/2/2019 14:55,1,type2,Thursday
transfer,93794,98765,58067.95,5/25/2019 15:42,1,type2,Saturday
transfer,98765,75873,58067.95,6/12/2019 10:48,1,type2,Wednesday
transfer,75873,57428,58067.95,6/14/2019 10:35,1,type2,Friday
transfer,57428,55403,58067.95,6/17/2019 10:55,1,type2,Monday
transfer,55403,21474,58067.95,6/18/2019 9:35,1,type2,Tuesday
transfer,21474,47698,58067.95,7/13/2019 9:28,1,type2,Saturday
transfer,47698,82632,58067.95,7/19/2019 9:05,1,type2,Friday
transfer,21697,31137,67380.27,2/26/2019 14:45,1,type2,Tuesday
transfer,31137,57938,67380.27,3/18/2019 8:38,1,type2,Monday
transfer,57938,41703,67380.27,3/19/2019 9:32,1,type2,Tuesday
transfer,41703,46047,67380.27,3/21/2019 14:55,1,type2,Thursday
transfer,46047,74994,67380.27,4/19/2019 10:06,1,type2,Friday
transfer,74994,23866,67380.27,4/22/2019 15:16,1,type2,Monday
transfer,23866,91137,67380.27,5/4/2019 12:41,1,type2,Saturday
transfer,91137,12080,67380.27,5/15/2019 9:16,1,type2,Wednesday
transfer,12080,67573,67380.27,5/16/2019 15:31,1,type2,Thursday
transfer,67573,21941,67380.27,5/19/2019 10:58,1,type2,Sunday
transfer,21941,76094,67380.27,5/20/2019 13:38,1,type2,Monday
transfer,76094,78341,67380.27,5/23/2019 9:12,1,type2,Thursday
transfer,78341,81126,67380.27,6/8/2019 15:27,1,type2,Saturday
transfer,81126,2720,67380.27,6/17/2019 8:20,1,type2,Monday
transfer,2720,12602,67380.27,7/5/2019 15:33,1,type2,Friday
transfer,12602,39850,67380.27,7/8/2019 11:56,1,type2,Monday
transfer,39850,12122,67380.27,7/8/2019 13:59,1,type2,Monday
transfer,13911,92420,75256.59,2/23/2019 10:50,1,type2,Saturday
transfer,92420,31871,75256.59,2/26/2019 8:12,1,type2,Tuesday
transfer,31871,861,75256.59,4/1/2019 10:03,1,type2,Monday
transfer,861,56503,75256.59,4/5/2019 11:06,1,type2,Friday
transfer,56503,12445,75256.59,4/23/2019 8:57,1,type2,Tuesday
transfer,12445,97343,75256.59,4/29/2019 13:08,1,type2,Monday
transfer,97343,12363,75256.59,5/1/2019 10:42,1,type2,Wednesday
transfer,12363,60363,75256.59,5/4/2019 14:37,1,type2,Saturday
transfer,60363,29297,75256.59,5/8/2019 14:20,1,type2,Wednesday
transfer,29297,27522,75256.59,6/2/2019 14:43,1,type2,Sunday
transfer,27522,59201,75256.59,6/10/2019 15:37,1,type2,Monday
transfer,59201,38897,75256.59,6/19/2019 11:48,1,type2,Wednesday
transfer,38897,24193,75256.59,6/26/2019 13:08,1,type2,Wednesday
transfer,24193,31031,75256.59,7/9/2019 13:56,1,type2,Tuesday
transfer,31031,51196,75256.59,7/15/2019 14:30,1,type2,Monday
transfer,51196,92222,75256.59,7/16/2019 10:03,1,type2,Tuesday
transfer,92222,78300,75256.59,7/19/2019 10:34,1,type2,Friday
transfer,3508,28046,3288.14,5/1/2019 10:40,1,type3,Wednesday
transfer,13772,28046,3288.14,6/23/2019 10:37,1,type3,Sunday
transfer,75661,28046,3288.14,3/21/2019 10:48,1,type3,Thursday
transfer,46526,28046,3288.14,5/31/2019 10:04,1,type3,Friday
transfer,34227,28046,3288.14,5/11/2019 12:32,1,type3,Saturday
transfer,3714,28046,3288.14,6/8/2019 8:47,1,type3,Saturday
transfer,2658,28046,3288.14,4/30/2019 9:16,1,type3,Tuesday
transfer,8221,28046,3288.14,6/27/2019 8:53,1,type3,Thursday
transfer,23177,28046,3288.14,3/23/2019 15:04,1,type3,Saturday
transfer,6847,28046,3288.14,3/31/2019 13:29,1,type3,Sunday
transfer,70416,28046,3288.14,7/1/2019 8:54,1,type3,Monday
transfer,67248,28046,3288.14,5/22/2019 8:29,1,type3,Wednesday
transfer,93447,28046,3288.14,4/3/2019 9:16,1,type3,Wednesday
transfer,45366,28046,3288.14,3/8/2019 10:52,1,type3,Friday
transfer,91907,28046,3288.14,3/22/2019 11:27,1,type3,Friday
transfer,89933,28046,3288.14,5/25/2019 12:32,1,type3,Saturday
transfer,48369,28046,3288.14,3/2/2019 9:54,1,type3,Saturday
transfer,26481,28046,3288.15,4/12/2019 10:15,1,type3,Friday
transfer,82518,28046,3288.15,3/10/2019 8:12,1,type3,Sunday
transfer,87410,90946,2220.31,7/8/2019 8:34,1,type3,Monday
transfer,63097,90946,2220.31,6/12/2019 12:50,1,type3,Wednesday
transfer,66494,90946,2220.31,7/10/2019 9:41,1,type3,Wednesday
transfer,18860,90946,2220.31,6/15/2019 15:10,1,type3,Saturday
transfer,77175,90946,2220.32,3/26/2019 8:54,1,type3,Tuesday
transfer,20337,90946,2220.32,4/27/2019 9:13,1,type3,Saturday
transfer,91453,90946,2220.32,6/5/2019 9:57,1,type3,Wednesday
transfer,50842,90946,2220.32,3/27/2019 13:38,1,type3,Wednesday
transfer,92791,90946,2220.32,4/23/2019 15:11,1,type3,Tuesday
transfer,13618,90946,2220.32,5/2/2019 11:13,1,type3,Thursday
transfer,54048,90946,2220.32,4/24/2019 14:48,1,type3,Wednesday
transfer,83487,90946,2220.32,2/22/2019 11:15,1,type3,Friday
transfer,23289,90946,2220.32,3/20/2019 15:16,1,type3,Wednesday
transfer,1133,90946,2220.32,5/12/2019 9:30,1,type3,Sunday
transfer,24249,90946,2220.32,5/19/2019 10:12,1,type3,Sunday
transfer,16422,90946,2220.32,5/24/2019 14:38,1,type3,Friday
transfer,82454,90946,2220.32,5/11/2019 15:11,1,type3,Saturday
transfer,23803,90946,2220.32,5/14/2019 8:05,1,type3,Tuesday
transfer,19584,90946,2220.32,4/25/2019 13:16,1,type3,Thursday
transfer,67950,90946,2220.32,6/20/2019 8:47,1,type3,Thursday
transfer,34685,90946,2220.32,5/16/2019 11:23,1,type3,Thursday
transfer,98981,90946,2220.32,4/2/2019 15:34,1,type3,Tuesday
transfer,17988,90946,2220.32,7/12/2019 12:48,1,type3,Friday
transfer,185,6477,5186.89,2/24/2019 13:49,1,type3,Sunday
transfer,58026,6477,5186.89,4/21/2019 10:23,1,type3,Sunday
transfer,73371,6477,5186.89,3/12/2019 12:05,1,type3,Tuesday
transfer,64845,6477,5186.89,2/26/2019 13:27,1,type3,Tuesday
transfer,58869,6477,5186.89,4/10/2019 13:05,1,type3,Wednesday
transfer,78041,6477,5186.89,5/8/2019 10:33,1,type3,Wednesday
transfer,8400,6477,5186.89,4/19/2019 12:19,1,type3,Friday
transfer,3361,6477,5186.89,3/13/2019 8:47,1,type3,Wednesday
transfer,94130,6477,5186.89,6/3/2019 11:35,1,type3,Monday
transfer,47205,6477,5186.89,4/16/2019 11:43,1,type3,Tuesday
transfer,23636,6477,5186.89,5/2/2019 13:07,1,type3,Thursday
transfer,19626,6477,5186.89,3/8/2019 9:20,1,type3,Friday
transfer,14656,6477,5186.9,7/4/2019 12:56,1,type3,Thursday
transfer,46307,6477,5186.9,4/13/2019 15:22,1,type3,Saturday
transfer,26783,6477,5186.9,5/15/2019 10:50,1,type3,Wednesday
transfer,77238,61346,2883.5,3/18/2019 8:31,1,type3,Monday
transfer,33443,61346,2883.5,3/30/2019 9:35,1,type3,Saturday
transfer,3092,61346,2883.5,3/11/2019 13:14,1,type3,Monday
transfer,38007,61346,2883.5,5/27/2019 15:16,1,type3,Monday
transfer,23784,61346,2883.5,6/24/2019 12:13,1,type3,Monday
transfer,46627,61346,2883.5,3/7/2019 8:14,1,type3,Thursday
transfer,88916,61346,2883.5,5/8/2019 14:10,1,type3,Wednesday
transfer,86756,61346,2883.5,6/10/2019 15:14,1,type3,Monday
transfer,64716,61346,2883.5,7/19/2019 15:56,1,type3,Friday
transfer,84051,61346,2883.5,5/14/2019 11:49,1,type3,Tuesday
transfer,82508,61346,2883.5,3/17/2019 10:51,1,type3,Sunday
transfer,61286,61346,2883.5,5/4/2019 14:59,1,type3,Saturday
transfer,99179,61346,2883.5,5/30/2019 13:05,1,type3,Thursday
transfer,20814,61346,2883.5,5/11/2019 13:12,1,type3,Saturday
transfer,19682,61346,2883.5,7/14/2019 9:33,1,type3,Sunday
transfer,52890,61346,2883.5,2/20/2019 10:23,1,type3,Wednesday
transfer,53113,61346,2883.5,6/29/2019 12:42,1,type3,Saturday
transfer,98174,61346,2883.5,5/26/2019 8:00,1,type3,Sunday
transfer,53589,61346,2883.5,3/31/2019 9:41,1,type3,Sunday
transfer,20451,61346,2883.5,7/14/2019 15:22,1,type3,Sunday
transfer,19833,61346,2883.51,6/8/2019 9:57,1,type3,Saturday
transfer,33427,61346,2883.51,3/12/2019 12:25,1,type3,Tuesday
transfer,7181,61346,2883.51,3/3/2019 8:07,1,type3,Sunday
transfer,92983,61346,2883.51,4/13/2019 15:08,1,type3,Saturday
transfer,68789,18165,13424.78,4/4/2019 12:21,1,type3,Thursday
transfer,21067,18165,13424.78,4/13/2019 15:54,1,type3,Saturday
transfer,65809,18165,13424.78,6/2/2019 14:54,1,type3,Sunday
transfer,83145,18165,13424.79,6/21/2019 11:27,1,type3,Friday
transfer,25563,9987,6522.81,5/6/2019 15:59,1,type3,Monday
transfer,86657,9987,6522.81,5/31/2019 15:42,1,type3,Friday
transfer,78922,9987,6522.81,5/1/2019 12:06,1,type3,Wednesday
transfer,91710,9987,6522.81,4/14/2019 12:06,1,type3,Sunday
transfer,98646,9987,6522.81,6/26/2019 11:52,1,type3,Wednesday
transfer,70703,9987,6522.81,2/27/2019 10:22,1,type3,Wednesday
transfer,87579,9987,6522.81,6/15/2019 8:41,1,type3,Saturday
transfer,4387,9987,6522.81,4/25/2019 15:01,1,type3,Thursday
transfer,89776,9987,6522.81,4/14/2019 15:48,1,type3,Sunday
transfer,5908,9987,6522.81,5/17/2019 8:48,1,type3,Friday
transfer,43528,9987,6522.82,6/25/2019 13:32,1,type3,Tuesday
transfer,76945,59470,3359.14,5/24/2019 8:38,1,type3,Friday
transfer,64186,59470,3359.14,5/11/2019 11:18,1,type3,Saturday
transfer,863,59470,3359.14,7/10/2019 15:04,1,type3,Wednesday
transfer,49822,59470,3359.14,3/26/2019 10:02,1,type3,Tuesday
transfer,19706,59470,3359.14,7/6/2019 9:38,1,type3,Saturday
transfer,21777,59470,3359.14,5/12/2019 9:55,1,type3,Sunday
transfer,38586,59470,3359.14,6/2/2019 14:38,1,type3,Sunday
transfer,65014,59470,3359.14,6/7/2019 11:45,1,type3,Friday
transfer,4862,59470,3359.14,3/2/2019 12:18,1,type3,Saturday
transfer,65944,59470,3359.14,3/19/2019 11:03,1,type3,Tuesday
transfer,10011,59470,3359.14,6/21/2019 15:49,1,type3,Friday
transfer,1916,59470,3359.14,5/30/2019 13:22,1,type3,Thursday
transfer,37651,59470,3359.15,5/22/2019 9:41,1,type3,Wednesday
transfer,91064,59470,3359.15,7/4/2019 15:06,1,type3,Thursday
transfer,49879,59470,3359.15,6/29/2019 12:27,1,type3,Saturday
transfer,88336,59470,3359.15,7/11/2019 9:58,1,type3,Thursday
transfer,77247,59470,3359.15,3/23/2019 8:30,1,type3,Saturday
transfer,13183,59470,3359.15,5/30/2019 14:52,1,type3,Thursday
transfer,11647,59470,3359.15,7/6/2019 11:53,1,type3,Saturday
transfer,46359,59470,3359.15,6/8/2019 11:49,1,type3,Saturday
transfer,41405,59470,3359.15,4/7/2019 10:17,1,type3,Sunday
transfer,26097,59470,3359.15,4/6/2019 11:41,1,type3,Saturday
transfer,69397,59470,3359.15,3/15/2019 8:41,1,type3,Friday
transfer,35866,35270,3352.48,7/4/2019 11:00,1,type3,Thursday
transfer,38833,35270,3352.48,7/13/2019 10:15,1,type3,Saturday
transfer,10607,35270,3352.48,4/7/2019 12:26,1,type3,Sunday
transfer,27119,35270,3352.48,6/12/2019 14:13,1,type3,Wednesday
transfer,15486,35270,3352.48,6/22/2019 14:42,1,type3,Saturday
transfer,45257,35270,3352.48,6/29/2019 13:41,1,type3,Saturday
transfer,51984,35270,3352.49,7/5/2019 14:10,1,type3,Friday
transfer,55321,35270,3352.49,3/20/2019 11:07,1,type3,Wednesday
transfer,25847,35270,3352.49,2/28/2019 10:19,1,type3,Thursday
transfer,74350,35270,3352.49,5/20/2019 14:06,1,type3,Monday
transfer,45645,35270,3352.49,6/6/2019 9:41,1,type3,Thursday
transfer,26144,35270,3352.49,4/30/2019 15:08,1,type3,Tuesday
transfer,195,35270,3352.49,6/19/2019 15:16,1,type3,Wednesday
transfer,67040,35270,3352.49,5/4/2019 9:58,1,type3,Saturday
transfer,10681,35270,3352.49,3/22/2019 12:17,1,type3,Friday
transfer,67565,35270,3352.49,7/12/2019 13:18,1,type3,Friday
transfer,91877,35270,3352.49,5/19/2019 10:36,1,type3,Sunday
transfer,41461,35270,3352.49,7/7/2019 15:51,1,type3,Sunday
transfer,68821,35270,3352.49,5/8/2019 13:25,1,type3,Wednesday
transfer,80604,35270,3352.49,5/28/2019 9:26,1,type3,Tuesday
transfer,75203,35270,3352.49,4/27/2019 8:28,1,type3,Saturday
transfer,80621,35270,3352.49,2/25/2019 8:02,1,type3,Monday
transfer,14648,3329,4220.87,3/29/2019 8:44,1,type3,Friday
transfer,33004,3329,4220.87,5/20/2019 8:29,1,type3,Monday
transfer,83005,3329,4220.87,7/18/2019 8:02,1,type3,Thursday
transfer,91170,3329,4220.87,4/24/2019 9:30,1,type3,Wednesday
transfer,90598,3329,4220.87,5/27/2019 8:48,1,type3,Monday
transfer,45283,3329,4220.87,3/28/2019 12:45,1,type3,Thursday
transfer,99667,3329,4220.87,6/6/2019 15:14,1,type3,Thursday
transfer,43452,3329,4220.87,5/11/2019 11:05,1,type3,Saturday
transfer,4089,3329,4220.87,5/6/2019 11:35,1,type3,Monday
transfer,54477,3329,4220.88,5/1/2019 12:28,1,type3,Wednesday
transfer,43041,3329,4220.88,5/13/2019 12:31,1,type3,Monday
transfer,56477,3329,4220.88,5/16/2019 8:47,1,type3,Thursday
transfer,95692,3329,4220.88,4/18/2019 11:18,1,type3,Thursday
transfer,34586,3329,4220.88,2/23/2019 8:17,1,type3,Saturday
transfer,5927,78494,6710.96,6/18/2019 9:52,1,type3,Tuesday
transfer,26735,78494,6710.96,7/10/2019 9:21,1,type3,Wednesday
transfer,91357,78494,6710.96,5/21/2019 14:43,1,type3,Tuesday
transfer,2855,78494,6710.96,3/19/2019 11:05,1,type3,Tuesday
transfer,5964,78494,6710.96,4/19/2019 9:53,1,type3,Friday
transfer,97813,78494,6710.96,7/7/2019 13:46,1,type3,Sunday
transfer,59819,78494,6710.96,7/2/2019 12:17,1,type3,Tuesday
transfer,14528,78494,6710.97,4/21/2019 10:01,1,type3,Sunday
transfer,2289,78494,6710.97,5/21/2019 13:00,1,type3,Tuesday
transfer,86267,78494,6710.97,6/13/2019 13:56,1,type3,Thursday
transfer,88642,78494,6710.97,2/22/2019 10:00,1,type3,Friday
transfer,8130,14943,5256.26,5/4/2019 9:38,1,type3,Saturday
transfer,21197,14943,5256.26,3/16/2019 10:01,1,type3,Saturday
transfer,19621,14943,5256.26,6/4/2019 9:50,1,type3,Tuesday
transfer,42723,14943,5256.27,7/6/2019 10:25,1,type3,Saturday
transfer,79857,14943,5256.27,3/6/2019 9:11,1,type3,Wednesday
transfer,60514,14943,5256.27,5/22/2019 13:06,1,type3,Wednesday
transfer,44454,14943,5256.27,6/22/2019 11:29,1,type3,Saturday
transfer,60370,14943,5256.27,7/9/2019 15:33,1,type3,Tuesday
transfer,2064,14943,5256.27,4/9/2019 10:29,1,type3,Tuesday
transfer,62418,14943,5256.27,6/5/2019 11:55,1,type3,Wednesday
transfer,11340,14943,5256.27,7/1/2019 9:37,1,type3,Monday
transfer,27771,14943,5256.27,3/18/2019 12:52,1,type3,Monday
transfer,18220,14943,5256.27,5/2/2019 9:36,1,type3,Thursday
transfer,74485,14943,5256.27,4/24/2019 14:01,1,type3,Wednesday
transfer,6709,83988,2687.81,6/19/2019 9:22,1,type3,Wednesday
transfer,17928,83988,2687.81,3/11/2019 11:37,1,type3,Monday
transfer,27234,83988,2687.81,3/31/2019 10:50,1,type3,Sunday
transfer,89991,83988,2687.81,6/20/2019 9:21,1,type3,Thursday
transfer,56885,83988,2687.81,5/6/2019 12:14,1,type3,Monday
transfer,6762,83988,2687.81,5/5/2019 8:47,1,type3,Sunday
transfer,18238,83988,2687.82,5/21/2019 9:15,1,type3,Tuesday
transfer,86712,83988,2687.82,7/6/2019 13:29,1,type3,Saturday
transfer,45183,83988,2687.82,4/16/2019 12:17,1,type3,Tuesday
transfer,76123,83988,2687.82,4/22/2019 8:21,1,type3,Monday
transfer,17617,83988,2687.82,3/31/2019 13:41,1,type3,Sunday
transfer,72998,83988,2687.82,4/2/2019 14:49,1,type3,Tuesday
transfer,52661,83988,2687.82,5/17/2019 13:16,1,type3,Friday
transfer,50574,83988,2687.82,4/18/2019 9:34,1,type3,Thursday
transfer,18529,83988,2687.82,2/26/2019 9:56,1,type3,Tuesday
transfer,2266,83988,2687.82,3/23/2019 9:25,1,type3,Saturday
transfer,48134,83988,2687.82,7/20/2019 13:11,1,type3,Saturday
transfer,6754,83988,2687.82,3/22/2019 13:19,1,type3,Friday
transfer,11196,83988,2687.82,4/15/2019 10:15,1,type3,Monday
transfer,53924,83988,2687.82,4/18/2019 15:01,1,type3,Thursday
transfer,58557,83988,2687.82,5/28/2019 11:02,1,type3,Tuesday
transfer,54418,83988,2687.82,4/30/2019 8:40,1,type3,Tuesday
transfer,39837,83988,2687.82,3/3/2019 10:06,1,type3,Sunday
transfer,69085,83988,2687.82,5/19/2019 12:30,1,type3,Sunday
transfer,13790,78030,5945.22,4/23/2019 10:09,1,type3,Tuesday
transfer,70749,78030,5945.22,4/11/2019 9:41,1,type3,Thursday
transfer,12655,78030,5945.22,7/20/2019 9:23,1,type3,Saturday
transfer,71215,78030,5945.23,5/28/2019 14:47,1,type3,Tuesday
transfer,20874,78030,5945.23,5/26/2019 14:03,1,type3,Sunday
transfer,6547,78030,5945.23,4/14/2019 8:44,1,type3,Sunday
transfer,71529,78030,5945.23,4/19/2019 11:55,1,type3,Friday
transfer,13685,78030,5945.23,4/2/2019 10:35,1,type3,Tuesday
transfer,82303,78030,5945.23,5/9/2019 8:20,1,type3,Thursday
transfer,27636,78030,5945.23,3/18/2019 14:55,1,type3,Monday
transfer,97550,78030,5945.23,4/16/2019 14:25,1,type3,Tuesday
transfer,48013,78030,5945.23,6/30/2019 15:12,1,type3,Sunday
transfer,66456,31163,3630.45,6/16/2019 9:08,1,type3,Sunday
transfer,61774,31163,3630.46,3/31/2019 9:14,1,type3,Sunday
transfer,34552,31163,3630.46,7/11/2019 10:44,1,type3,Thursday
transfer,94982,31163,3630.46,5/9/2019 15:25,1,type3,Thursday
transfer,65081,31163,3630.46,4/20/2019 11:06,1,type3,Saturday
transfer,5217,31163,3630.46,5/24/2019 15:43,1,type3,Friday
transfer,25790,31163,3630.46,6/27/2019 11:34,1,type3,Thursday
transfer,81191,31163,3630.46,6/27/2019 13:16,1,type3,Thursday
transfer,57980,31163,3630.46,4/12/2019 8:21,1,type3,Friday
transfer,31598,31163,3630.46,4/1/2019 9:34,1,type3,Monday
transfer,37806,31163,3630.46,5/10/2019 8:30,1,type3,Friday
transfer,73783,31163,3630.46,6/10/2019 12:06,1,type3,Monday
transfer,91324,31163,3630.46,4/21/2019 9:37,1,type3,Sunday
transfer,38932,31163,3630.46,4/21/2019 15:17,1,type3,Sunday
transfer,52383,31163,3630.46,6/4/2019 9:34,1,type3,Tuesday
transfer,30335,31163,3630.46,3/20/2019 10:48,1,type3,Wednesday
transfer,87057,31163,3630.46,6/22/2019 15:47,1,type3,Saturday
transfer,59658,31163,3630.46,3/2/2019 15:32,1,type3,Saturday
transfer,62857,94670,3768.9,3/28/2019 14:19,1,type3,Thursday
transfer,50560,94670,3768.9,5/10/2019 13:10,1,type3,Friday
transfer,78834,94670,3768.9,6/17/2019 10:18,1,type3,Monday
transfer,93386,94670,3768.9,3/2/2019 13:31,1,type3,Saturday
transfer,24207,94670,3768.9,4/20/2019 11:04,1,type3,Saturday
transfer,40873,94670,3768.9,4/26/2019 14:16,1,type3,Friday
transfer,52083,94670,3768.9,5/2/2019 11:37,1,type3,Thursday
transfer,83080,94670,3768.9,5/3/2019 12:36,1,type3,Friday
transfer,80596,94670,3768.9,5/30/2019 13:51,1,type3,Thursday
transfer,84618,94670,3768.9,4/17/2019 15:57,1,type3,Wednesday
transfer,572,94670,3768.9,5/10/2019 12:31,1,type3,Friday
transfer,54587,94670,3768.9,5/30/2019 14:26,1,type3,Thursday
transfer,52697,94670,3768.9,3/25/2019 9:29,1,type3,Monday
transfer,56626,94670,3768.9,3/7/2019 8:18,1,type3,Thursday
transfer,98788,94670,3768.91,7/2/2019 11:28,1,type3,Tuesday
transfer,44299,94670,3768.91,6/5/2019 14:31,1,type3,Wednesday
transfer,82471,77952,2889.56,5/10/2019 10:53,1,type3,Friday
transfer,7637,77952,2889.56,3/21/2019 10:42,1,type3,Thursday
transfer,39500,77952,2889.56,5/7/2019 9:49,1,type3,Tuesday
transfer,42776,77952,2889.56,2/24/2019 14:16,1,type3,Sunday
transfer,75872,77952,2889.56,3/27/2019 14:55,1,type3,Wednesday
transfer,93198,77952,2889.56,7/5/2019 9:28,1,type3,Friday
transfer,97709,77952,2889.56,2/28/2019 14:44,1,type3,Thursday
transfer,22992,77952,2889.56,3/29/2019 9:52,1,type3,Friday
transfer,98881,77952,2889.56,4/11/2019 13:22,1,type3,Thursday
transfer,71324,77952,2889.56,4/5/2019 12:07,1,type3,Friday
