Type of Transaction,Sender ID,Receiver ID,Amount of Money Transferred,Date,Is Fraud,Type of Fraud
transfer,98981,90946,222032,4/2/2019 15:34,1,type3
transfer,17988,90946,222032,7/12/2019 12:48,1,type3
transfer,185,6477,518689,2/24/2019 13:49,1,type3
transfer,58026,6477,518689,4/21/2019 10:23,1,type3
transfer,73371,6477,518689,3/12/2019 12:05,1,type3
transfer,64845,6477,518689,2/26/2019 13:27,1,type3
transfer,58869,6477,518689,4/10/2019 13:05,1,type3
transfer,78041,6477,518689,5/8/2019 10:33,1,type3
transfer,8400,6477,518689,4/19/2019 12:19,1,type3
transfer,3361,6477,518689,3/13/2019 8:47,1,type3
transfer,94130,6477,518689,6/3/2019 11:35,1,type3
transfer,47205,6477,518689,4/16/2019 11:43,1,type3
transfer,23636,6477,518689,5/2/2019 13:07,1,type3
transfer,19626,6477,518689,3/8/2019 9:20,1,type3
transfer,14656,6477,518690,7/4/2019 12:56,1,type3
transfer,46307,6477,518690,4/13/2019 15:22,1,type3
transfer,26783,6477,518690,5/15/2019 10:50,1,type3
transfer,77238,61346,288350,3/18/2019 8:31,1,type3
transfer,33443,61346,288350,3/30/2019 9:35,1,type3
transfer,3092,61346,288350,3/11/2019 13:14,1,type3
transfer,38007,61346,288350,5/27/2019 15:16,1,type3
transfer,23784,61346,288350,6/24/2019 12:13,1,type3
transfer,46627,61346,288350,3/7/2019 8:14,1,type3
transfer,88916,61346,288350,5/8/2019 14:10,1,type3
transfer,86756,61346,288350,6/10/2019 15:14,1,type3
transfer,64716,61346,288350,7/19/2019 15:56,1,type3
transfer,84051,61346,288350,5/14/2019 11:49,1,type3
transfer,82508,61346,288350,3/17/2019 10:51,1,type3
transfer,61286,61346,288350,5/4/2019 14:59,1,type3
transfer,99179,61346,288350,5/30/2019 13:05,1,type3
transfer,20814,61346,288350,5/11/2019 13:12,1,type3
transfer,19682,61346,288350,7/14/2019 9:33,1,type3
transfer,52890,61346,288350,2/20/2019 10:23,1,type3
transfer,53113,61346,288350,6/29/2019 12:42,1,type3
transfer,98174,61346,288350,5/26/2019 8:00,1,type3
transfer,53589,61346,288350,3/31/2019 9:41,1,type3
transfer,20451,61346,288350,7/14/2019 15:22,1,type3
transfer,19833,61346,288351,6/8/2019 9:57,1,type3
transfer,33427,61346,288351,3/12/2019 12:25,1,type3
transfer,7181,61346,288351,3/3/2019 8:07,1,type3
transfer,92983,61346,288351,4/13/2019 15:08,1,type3
transfer,68789,18165,1342478,4/4/2019 12:21,1,type3
transfer,21067,18165,1342478,4/13/2019 15:54,1,type3
transfer,65809,18165,1342478,6/2/2019 14:54,1,type3
transfer,83145,18165,1342479,6/21/2019 11:27,1,type3
transfer,25563,9987,652281,5/6/2019 15:59,1,type3
transfer,86657,9987,652281,5/31/2019 15:42,1,type3
transfer,78922,9987,652281,5/1/2019 12:06,1,type3
transfer,91710,9987,652281,4/14/2019 12:06,1,type3
transfer,98646,9987,652281,6/26/2019 11:52,1,type3
transfer,70703,9987,652281,2/27/2019 10:22,1,type3
transfer,87579,9987,652281,6/15/2019 8:41,1,type3
transfer,4387,9987,652281,4/25/2019 15:01,1,type3
transfer,89776,9987,652281,4/14/2019 15:48,1,type3
transfer,5908,9987,652281,5/17/2019 8:48,1,type3
transfer,43528,9987,652282,6/25/2019 13:32,1,type3
transfer,76945,59470,335914,5/24/2019 8:38,1,type3
transfer,64186,59470,335914,5/11/2019 11:18,1,type3
transfer,863,59470,335914,7/10/2019 15:04,1,type3
transfer,49822,59470,335914,3/26/2019 10:02,1,type3
transfer,19706,59470,335914,7/6/2019 9:38,1,type3
transfer,21777,59470,335914,5/12/2019 9:55,1,type3
transfer,38586,59470,335914,6/2/2019 14:38,1,type3
transfer,65014,59470,335914,6/7/2019 11:45,1,type3
transfer,4862,59470,335914,3/2/2019 12:18,1,type3
transfer,65944,59470,335914,3/19/2019 11:03,1,type3
transfer,10011,59470,335914,6/21/2019 15:49,1,type3
transfer,1916,59470,335914,5/30/2019 13:22,1,type3
transfer,37651,59470,335915,5/22/2019 9:41,1,type3
transfer,91064,59470,335915,7/4/2019 15:06,1,type3
transfer,49879,59470,335915,6/29/2019 12:27,1,type3
transfer,88336,59470,335915,7/11/2019 9:58,1,type3
transfer,77247,59470,335915,3/23/2019 8:30,1,type3
transfer,13183,59470,335915,5/30/2019 14:52,1,type3
transfer,11647,59470,335915,7/6/2019 11:53,1,type3
transfer,46359,59470,335915,6/8/2019 11:49,1,type3
transfer,41405,59470,335915,4/7/2019 10:17,1,type3
transfer,26097,59470,335915,4/6/2019 11:41,1,type3
transfer,69397,59470,335915,3/15/2019 8:41,1,type3
transfer,35866,35270,335248,7/4/2019 11:00,1,type3
transfer,38833,35270,335248,7/13/2019 10:15,1,type3
transfer,10607,35270,335248,4/7/2019 12:26,1,type3
transfer,27119,35270,335248,6/12/2019 14:13,1,type3
transfer,15486,35270,335248,6/22/2019 14:42,1,type3
transfer,45257,35270,335248,6/29/2019 13:41,1,type3
transfer,51984,35270,335249,7/5/2019 14:10,1,type3
transfer,55321,35270,335249,3/20/2019 11:07,1,type3
transfer,25847,35270,335249,2/28/2019 10:19,1,type3
transfer,74350,35270,335249,5/20/2019 14:06,1,type3
transfer,45645,35270,335249,6/6/2019 9:41,1,type3
transfer,26144,35270,335249,4/30/2019 15:08,1,type3
transfer,195,35270,335249,6/19/2019 15:16,1,type3
transfer,67040,35270,335249,5/4/2019 9:58,1,type3
transfer,10681,35270,335249,3/22/2019 12:17,1,type3
transfer,67565,35270,335249,7/12/2019 13:18,1,type3
transfer,91877,35270,335249,5/19/2019 10:36,1,type3
transfer,41461,35270,335249,7/7/2019 15:51,1,type3
transfer,68821,35270,335249,5/8/2019 13:25,1,type3
transfer,80604,35270,335249,5/28/2019 9:26,1,type3
transfer,75203,35270,335249,4/27/2019 8:28,1,type3
transfer,80621,35270,335249,2/25/2019 8:02,1,type3
transfer,14648,3329,422087,3/29/2019 8:44,1,type3
transfer,33004,3329,422087,5/20/2019 8:29,1,type3
transfer,83005,3329,422087,7/18/2019 8:02,1,type3
transfer,91170,3329,422087,4/24/2019 9:30,1,type3
transfer,90598,3329,422087,5/27/2019 8:48,1,type3
transfer,45283,3329,422087,3/28/2019 12:45,1,type3
transfer,99667,3329,422087,6/6/2019 15:14,1,type3
transfer,43452,3329,422087,5/11/2019 11:05,1,type3
transfer,4089,3329,422087,5/6/2019 11:35,1,type3
transfer,54477,3329,422088,5/1/2019 12:28,1,type3
transfer,43041,3329,422088,5/13/2019 12:31,1,type3
transfer,56477,3329,422088,5/16/2019 8:47,1,type3
transfer,95692,3329,422088,4/18/2019 11:18,1,type3
transfer,34586,3329,422088,2/23/2019 8:17,1,type3
transfer,5927,78494,671096,6/18/2019 9:52,1,type3
transfer,26735,78494,671096,7/10/2019 9:21,1,type3
transfer,91357,78494,671096,5/21/2019 14:43,1,type3
transfer,2855,78494,671096,3/19/2019 11:05,1,type3
transfer,5964,78494,671096,4/19/2019 9:53,1,type3
transfer,97813,78494,671096,7/7/2019 13:46,1,type3
transfer,59819,78494,671096,7/2/2019 12:17,1,type3
transfer,14528,78494,671097,4/21/2019 10:01,1,type3
transfer,2289,78494,671097,5/21/2019 13:00,1,type3
transfer,86267,78494,671097,6/13/2019 13:56,1,type3
transfer,88642,78494,671097,2/22/2019 10:00,1,type3
transfer,8130,14943,525626,5/4/2019 9:38,1,type3
transfer,21197,14943,525626,3/16/2019 10:01,1,type3
transfer,19621,14943,525626,6/4/2019 9:50,1,type3
transfer,42723,14943,525627,7/6/2019 10:25,1,type3
transfer,79857,14943,525627,3/6/2019 9:11,1,type3
transfer,60514,14943,525627,5/22/2019 13:06,1,type3
transfer,44454,14943,525627,6/22/2019 11:29,1,type3
transfer,60370,14943,525627,7/9/2019 15:33,1,type3
transfer,2064,14943,525627,4/9/2019 10:29,1,type3
transfer,62418,14943,525627,6/5/2019 11:55,1,type3
transfer,11340,14943,525627,7/1/2019 9:37,1,type3
transfer,27771,14943,525627,3/18/2019 12:52,1,type3
transfer,18220,14943,525627,5/2/2019 9:36,1,type3
transfer,74485,14943,525627,4/24/2019 14:01,1,type3
transfer,6709,83988,268781,6/19/2019 9:22,1,type3
transfer,17928,83988,268781,3/11/2019 11:37,1,type3
transfer,27234,83988,268781,3/31/2019 10:50,1,type3
transfer,89991,83988,268781,6/20/2019 9:21,1,type3
transfer,56885,83988,268781,5/6/2019 12:14,1,type3
transfer,6762,83988,268781,5/5/2019 8:47,1,type3
transfer,18238,83988,268782,5/21/2019 9:15,1,type3
transfer,86712,83988,268782,7/6/2019 13:29,1,type3
transfer,45183,83988,268782,4/16/2019 12:17,1,type3
transfer,76123,83988,268782,4/22/2019 8:21,1,type3
transfer,17617,83988,268782,3/31/2019 13:41,1,type3
transfer,72998,83988,268782,4/2/2019 14:49,1,type3
transfer,52661,83988,268782,5/17/2019 13:16,1,type3
transfer,50574,83988,268782,4/18/2019 9:34,1,type3
transfer,18529,83988,268782,2/26/2019 9:56,1,type3
transfer,2266,83988,268782,3/23/2019 9:25,1,type3
transfer,48134,83988,268782,7/20/2019 13:11,1,type3
transfer,6754,83988,268782,3/22/2019 13:19,1,type3
transfer,11196,83988,268782,4/15/2019 10:15,1,type3
transfer,53924,83988,268782,4/18/2019 15:01,1,type3
transfer,58557,83988,268782,5/28/2019 11:02,1,type3
transfer,54418,83988,268782,4/30/2019 8:40,1,type3
transfer,39837,83988,268782,3/3/2019 10:06,1,type3
transfer,69085,83988,268782,5/19/2019 12:30,1,type3
transfer,13790,78030,594522,4/23/2019 10:09,1,type3
transfer,70749,78030,594522,4/11/2019 9:41,1,type3
transfer,12655,78030,594522,7/20/2019 9:23,1,type3
transfer,71215,78030,594523,5/28/2019 14:47,1,type3
transfer,20874,78030,594523,5/26/2019 14:03,1,type3
transfer,6547,78030,594523,4/14/2019 8:44,1,type3
transfer,71529,78030,594523,4/19/2019 11:55,1,type3
transfer,13685,78030,594523,4/2/2019 10:35,1,type3
transfer,82303,78030,594523,5/9/2019 8:20,1,type3
transfer,27636,78030,594523,3/18/2019 14:55,1,type3
transfer,97550,78030,594523,4/16/2019 14:25,1,type3
transfer,48013,78030,594523,6/30/2019 15:12,1,type3
transfer,66456,31163,363045,6/16/2019 9:08,1,type3
transfer,61774,31163,363046,3/31/2019 9:14,1,type3
transfer,34552,31163,363046,7/11/2019 10:44,1,type3
transfer,94982,31163,363046,5/9/2019 15:25,1,type3
transfer,65081,31163,363046,4/20/2019 11:06,1,type3
transfer,5217,31163,363046,5/24/2019 15:43,1,type3
transfer,25790,31163,363046,6/27/2019 11:34,1,type3
transfer,81191,31163,363046,6/27/2019 13:16,1,type3
transfer,57980,31163,363046,4/12/2019 8:21,1,type3
transfer,31598,31163,363046,4/1/2019 9:34,1,type3
transfer,37806,31163,363046,5/10/2019 8:30,1,type3
transfer,73783,31163,363046,6/10/2019 12:06,1,type3
transfer,91324,31163,363046,4/21/2019 9:37,1,type3
transfer,38932,31163,363046,4/21/2019 15:17,1,type3
transfer,52383,31163,363046,6/4/2019 9:34,1,type3
transfer,30335,31163,363046,3/20/2019 10:48,1,type3
transfer,87057,31163,363046,6/22/2019 15:47,1,type3
transfer,59658,31163,363046,3/2/2019 15:32,1,type3
transfer,62857,94670,376890,3/28/2019 14:19,1,type3
transfer,50560,94670,376890,5/10/2019 13:10,1,type3
transfer,78834,94670,376890,6/17/2019 10:18,1,type3
transfer,93386,94670,376890,3/2/2019 13:31,1,type3
transfer,24207,94670,376890,4/20/2019 11:04,1,type3
transfer,40873,94670,376890,4/26/2019 14:16,1,type3
transfer,52083,94670,376890,5/2/2019 11:37,1,type3
transfer,83080,94670,376890,5/3/2019 12:36,1,type3
transfer,80596,94670,376890,5/30/2019 13:51,1,type3
transfer,84618,94670,376890,4/17/2019 15:57,1,type3
transfer,572,94670,376890,5/10/2019 12:31,1,type3
transfer,54587,94670,376890,5/30/2019 14:26,1,type3
transfer,52697,94670,376890,3/25/2019 9:29,1,type3
transfer,56626,94670,376890,3/7/2019 8:18,1,type3
transfer,98788,94670,376891,7/2/2019 11:28,1,type3
transfer,44299,94670,376891,6/5/2019 14:31,1,type3
transfer,82471,77952,288956,5/10/2019 10:53,1,type3
transfer,7637,77952,288956,3/21/2019 10:42,1,type3
transfer,39500,77952,288956,5/7/2019 9:49,1,type3
transfer,42776,77952,288956,2/24/2019 14:16,1,type3
transfer,75872,77952,288956,3/27/2019 14:55,1,type3
transfer,93198,77952,288956,7/5/2019 9:28,1,type3
transfer,97709,77952,288956,2/28/2019 14:44,1,type3
transfer,22992,77952,288956,3/29/2019 9:52,1,type3
transfer,98881,77952,288956,4/11/2019 13:22,1,type3
transfer,71324,77952,288956,4/5/2019 12:07,1,type3
transfer,1126,77952,288956,6/17/2019 10:49,1,type3
transfer,51853,77952,288956,5/17/2019 12:44,1,type3
transfer,60346,77952,288956,6/9/2019 15:12,1,type3
transfer,89733,77952,288956,7/12/2019 14:26,1,type3
transfer,56678,77952,288956,4/14/2019 9:52,1,type3
transfer,33236,77952,288956,6/21/2019 12:06,1,type3
transfer,40198,77952,288956,5/13/2019 9:40,1,type3
transfer,9287,77952,288956,4/13/2019 11:08,1,type3
transfer,1549,77952,288956,3/22/2019 11:58,1,type3
transfer,35428,77952,288957,4/23/2019 10:20,1,type3
transfer,71059,77952,288957,2/28/2019 12:16,1,type3
transfer,51016,77952,288957,5/23/2019 10:03,1,type3
transfer,41568,77952,288957,6/18/2019 14:04,1,type3
transfer,16346,77952,288957,3/27/2019 11:16,1,type3
transfer,75319,77952,288957,7/11/2019 14:01,1,type3
transfer,50625,77952,288957,4/24/2019 8:19,1,type3
transfer,75610,89131,349000,4/7/2019 8:51,1,type3
transfer,42988,89131,349000,6/30/2019 8:52,1,type3
transfer,99078,89131,349000,2/27/2019 13:22,1,type3
transfer,86998,89131,349000,3/22/2019 15:27,1,type3
transfer,23147,89131,349000,3/5/2019 13:02,1,type3
transfer,77645,89131,349000,3/8/2019 15:40,1,type3
transfer,35651,89131,349000,4/30/2019 11:45,1,type3
transfer,3854,89131,349001,5/17/2019 10:36,1,type3
transfer,4443,89131,349001,4/22/2019 9:58,1,type3
transfer,58609,89131,349001,5/15/2019 14:45,1,type3
transfer,9735,89131,349001,3/29/2019 8:39,1,type3
transfer,43663,89131,349001,3/1/2019 14:24,1,type3
transfer,66349,89131,349001,5/1/2019 12:48,1,type3
transfer,23161,89131,349001,5/11/2019 9:07,1,type3
transfer,26248,89131,349001,3/3/2019 8:04,1,type3
transfer,59605,89131,349001,4/7/2019 9:59,1,type3
transfer,98642,89131,349001,7/18/2019 8:38,1,type3
transfer,93778,89131,349001,4/11/2019 10:04,1,type3
transfer,88746,89131,349001,4/3/2019 8:01,1,type3
transfer,75054,89131,349001,5/13/2019 9:33,1,type3
transfer,53219,86903,215499,7/10/2019 10:44,1,type3
transfer,50275,86903,215499,6/12/2019 8:17,1,type3
transfer,46184,86903,215499,4/24/2019 11:04,1,type3
transfer,78804,86903,215499,5/11/2019 12:19,1,type3
transfer,18690,86903,215499,3/21/2019 15:21,1,type3
transfer,46802,86903,215499,5/25/2019 12:41,1,type3
transfer,22049,86903,215499,6/24/2019 11:37,1,type3
transfer,85286,86903,215499,6/15/2019 12:33,1,type3
transfer,67817,86903,215499,3/16/2019 14:45,1,type3
transfer,51273,86903,215499,2/25/2019 10:36,1,type3
transfer,23801,86903,215499,5/11/2019 9:51,1,type3
transfer,63314,86903,215499,5/27/2019 11:25,1,type3
transfer,78644,86903,215499,3/28/2019 8:16,1,type3
transfer,79739,86903,215499,5/31/2019 10:15,1,type3
transfer,35926,86903,215499,3/5/2019 13:09,1,type3
transfer,86344,86903,215499,5/30/2019 11:24,1,type3
transfer,66835,86903,215499,3/28/2019 11:43,1,type3
transfer,10404,86903,215499,5/31/2019 11:14,1,type3
transfer,47413,86903,215499,4/27/2019 12:55,1,type3
transfer,100000,86903,215499,6/30/2019 13:54,1,type3
transfer,4348,86903,215500,7/11/2019 13:10,1,type3
transfer,2486,86903,215500,3/13/2019 13:27,1,type3
transfer,75059,86903,215500,3/4/2019 9:22,1,type3
transfer,21067,86903,215500,3/25/2019 14:14,1,type3
transfer,25848,86903,215500,7/12/2019 8:38,1,type3
transfer,81680,86903,215500,6/26/2019 12:42,1,type3
transfer,55920,86903,215500,6/1/2019 9:27,1,type3
transfer,6285,18941,386525,7/1/2019 14:29,1,type3
transfer,52830,18941,386525,6/28/2019 14:39,1,type3
transfer,29188,18941,386526,5/13/2019 14:39,1,type3
transfer,31821,18941,386526,4/10/2019 8:45,1,type3
transfer,67272,18941,386526,3/17/2019 11:51,1,type3
transfer,59142,18941,386526,3/2/2019 12:17,1,type3
transfer,88826,18941,386526,5/6/2019 8:03,1,type3
transfer,11058,18941,386526,4/24/2019 8:03,1,type3
transfer,21206,18941,386526,4/2/2019 15:35,1,type3
transfer,34047,18941,386526,7/1/2019 11:18,1,type3
transfer,45667,18941,386526,3/24/2019 9:08,1,type3
transfer,87623,18941,386526,3/13/2019 14:00,1,type3
transfer,87578,18941,386526,4/25/2019 10:13,1,type3
transfer,62587,18941,386526,5/26/2019 12:21,1,type3
transfer,51916,18941,386526,3/25/2019 11:42,1,type3
transfer,66755,18941,386526,4/18/2019 11:23,1,type3
transfer,37661,18941,386526,6/5/2019 8:13,1,type3
transfer,83585,18941,386526,4/29/2019 15:03,1,type3
transfer,71048,18941,386526,7/9/2019 9:02,1,type3
transfer,79112,18941,386526,4/30/2019 8:05,1,type3
transfer,9373,86839,478195,3/10/2019 15:34,1,type3
transfer,85972,86839,478195,4/10/2019 11:24,1,type3
transfer,65676,86839,478195,3/9/2019 11:16,1,type3
transfer,95970,86839,478195,7/14/2019 13:36,1,type3
transfer,43742,86839,478195,6/8/2019 11:33,1,type3
transfer,68061,86839,478195,6/10/2019 11:58,1,type3
transfer,43372,86839,478195,4/2/2019 11:53,1,type3
transfer,23506,86839,478195,7/19/2019 10:44,1,type3
transfer,75295,86839,478195,2/24/2019 9:35,1,type3
transfer,44499,86839,478195,3/17/2019 14:55,1,type3
transfer,26220,86839,478195,4/30/2019 9:01,1,type3
transfer,239,86839,478195,7/4/2019 15:42,1,type3
transfer,58473,86839,478195,6/6/2019 12:00,1,type3
transfer,46161,86839,478195,6/19/2019 11:09,1,type3
transfer,17130,86839,478195,2/22/2019 13:09,1,type3
transfer,59524,86839,478196,6/18/2019 8:45,1,type3
transfer,89495,42168,226478,6/2/2019 8:21,1,type3
transfer,70669,42168,226479,7/18/2019 15:54,1,type3
transfer,4474,42168,226479,5/25/2019 12:39,1,type3
transfer,80584,42168,226479,3/27/2019 8:18,1,type3
transfer,84640,42168,226479,5/26/2019 10:19,1,type3
transfer,32144,42168,226479,3/9/2019 9:15,1,type3
transfer,5185,42168,226479,6/28/2019 9:10,1,type3
transfer,70960,42168,226479,5/25/2019 9:51,1,type3
transfer,14355,42168,226479,3/23/2019 15:48,1,type3
transfer,52112,42168,226479,4/4/2019 9:46,1,type3
transfer,5128,42168,226479,4/13/2019 15:37,1,type3
transfer,73501,42168,226479,3/9/2019 9:40,1,type3
transfer,9232,42168,226479,4/15/2019 13:48,1,type3
transfer,226,42168,226479,5/6/2019 14:14,1,type3
transfer,10195,42168,226479,7/15/2019 11:23,1,type3
transfer,49635,42168,226479,3/31/2019 14:14,1,type3
transfer,71600,42168,226479,3/12/2019 13:52,1,type3
transfer,47522,42168,226479,3/11/2019 14:34,1,type3
transfer,78150,42168,226479,4/27/2019 9:13,1,type3
transfer,59800,42168,226479,5/17/2019 11:19,1,type3
transfer,6953,42168,226479,7/2/2019 11:02,1,type3
transfer,26096,42168,226479,6/6/2019 8:52,1,type3
transfer,33510,42168,226479,7/15/2019 9:37,1,type3
transfer,67834,42168,226479,3/13/2019 12:38,1,type3
transfer,12431,42168,226479,6/8/2019 8:39,1,type3
transfer,14309,42168,226479,4/22/2019 13:16,1,type3
transfer,73320,42168,226479,3/8/2019 15:17,1,type3
transfer,53121,42168,226479,6/18/2019 8:12,1,type3
transfer,3821,73055,361845,2/26/2019 15:02,1,type3
transfer,89816,73055,361845,6/27/2019 13:54,1,type3
transfer,81540,73055,361845,4/30/2019 11:35,1,type3
transfer,10402,73055,361845,6/3/2019 10:21,1,type3
transfer,36990,73055,361845,4/11/2019 13:30,1,type3
transfer,63802,73055,361845,4/29/2019 9:25,1,type3
transfer,23082,73055,361845,6/6/2019 10:31,1,type3
transfer,11910,73055,361845,4/21/2019 15:40,1,type3
transfer,99260,73055,361845,4/1/2019 12:29,1,type3
transfer,12887,73055,361845,6/18/2019 10:14,1,type3
transfer,81705,73055,361845,4/29/2019 15:08,1,type3
transfer,40037,73055,361845,3/7/2019 11:41,1,type3
transfer,52430,73055,361845,4/26/2019 14:28,1,type3
transfer,26886,73055,361845,3/8/2019 10:07,1,type3
transfer,30057,73055,361846,4/23/2019 10:10,1,type3
transfer,97808,73055,361846,4/11/2019 12:42,1,type3
transfer,57246,73055,361846,7/16/2019 9:45,1,type3
transfer,63442,73055,361846,4/3/2019 13:21,1,type3
transfer,28552,73055,361846,6/19/2019 14:15,1,type3
transfer,90899,73055,361846,3/30/2019 10:34,1,type3
transfer,77466,73055,361846,5/16/2019 10:47,1,type3
transfer,97143,42594,2011892,7/4/2019 9:55,1,type3
transfer,99212,42594,2011892,3/10/2019 10:20,1,type3
transfer,14095,42594,2011893,5/4/2019 15:16,1,type3
transfer,8956,51149,316128,7/15/2019 9:50,1,type3
transfer,23219,51149,316128,4/30/2019 10:34,1,type3
transfer,16917,51149,316128,4/25/2019 12:59,1,type3
transfer,42439,51149,316128,4/11/2019 11:05,1,type3
transfer,2896,51149,316128,5/28/2019 14:53,1,type3
transfer,68239,51149,316128,4/11/2019 10:06,1,type3
transfer,3529,51149,316128,5/5/2019 8:53,1,type3
transfer,65351,51149,316129,4/29/2019 12:47,1,type3
transfer,246,51149,316129,5/19/2019 14:34,1,type3
transfer,8822,51149,316129,7/9/2019 14:32,1,type3
transfer,41031,51149,316129,5/12/2019 13:02,1,type3
transfer,6120,51149,316129,6/29/2019 8:26,1,type3
transfer,22046,51149,316129,5/8/2019 12:33,1,type3
transfer,46198,51149,316129,5/11/2019 12:19,1,type3
transfer,19397,51149,316129,6/30/2019 10:59,1,type3
transfer,1650,51149,316129,4/20/2019 11:57,1,type3
transfer,12013,51149,316129,6/15/2019 10:36,1,type3
transfer,4530,51149,316129,4/20/2019 12:24,1,type3
transfer,46889,51149,316129,5/7/2019 11:41,1,type3
transfer,26364,51149,316129,6/29/2019 12:03,1,type3
transfer,48021,51149,316129,4/2/2019 8:51,1,type3
transfer,40267,51149,316129,3/19/2019 11:25,1,type3
transfer,15746,83790,274712,6/7/2019 9:20,1,type3
transfer,15100,83790,274712,4/17/2019 15:23,1,type3
transfer,58428,83790,274712,6/26/2019 11:15,1,type3
transfer,61733,83790,274712,5/26/2019 9:22,1,type3
transfer,85462,83790,274713,5/29/2019 14:44,1,type3
transfer,6281,83790,274713,6/22/2019 13:06,1,type3
transfer,26416,83790,274713,4/6/2019 11:01,1,type3
transfer,49391,83790,274713,3/6/2019 9:56,1,type3
transfer,63679,83790,274713,6/6/2019 9:18,1,type3
transfer,56410,83790,274713,3/9/2019 12:23,1,type3
transfer,9277,83790,274713,2/27/2019 11:19,1,type3
transfer,29754,83790,274713,7/14/2019 8:06,1,type3
transfer,26579,83790,274713,4/10/2019 9:49,1,type3
transfer,26448,83790,274713,3/25/2019 9:38,1,type3
transfer,8654,83790,274713,5/1/2019 12:45,1,type3
transfer,52096,83790,274713,3/1/2019 8:39,1,type3
transfer,99754,83790,274713,5/19/2019 8:56,1,type3
transfer,14613,83790,274713,7/9/2019 13:29,1,type3
transfer,24405,83790,274713,5/1/2019 8:49,1,type3
transfer,20261,83790,274713,3/18/2019 11:50,1,type3
transfer,15988,83790,274713,6/5/2019 12:13,1,type3
transfer,59891,83790,274713,6/3/2019 10:50,1,type3
transfer,78832,83790,274713,4/12/2019 12:43,1,type3
transfer,9614,83790,274713,6/8/2019 8:03,1,type3
transfer,88290,83790,274713,2/28/2019 9:20,1,type3
transfer,77370,83790,274713,5/3/2019 12:08,1,type3
transfer,58669,83790,274713,7/11/2019 12:45,1,type3
transfer,728,83790,274713,7/8/2019 12:52,1,type3
transfer,64353,74713,1310436,6/11/2019 13:00,1,type3
transfer,17894,74713,1310436,5/30/2019 9:10,1,type3
transfer,40237,74713,1310437,3/18/2019 13:14,1,type3
transfer,58854,74713,1310437,3/23/2019 13:54,1,type3
transfer,56874,74713,1310437,4/25/2019 11:40,1,type3
transfer,52734,74713,1310437,5/6/2019 14:08,1,type3
transfer,32713,77508,445248,7/15/2019 13:12,1,type3
transfer,71486,77508,445248,6/2/2019 12:17,1,type3
transfer,20358,77508,445248,3/26/2019 10:10,1,type3
transfer,77549,77508,445248,4/18/2019 14:32,1,type3
transfer,92740,77508,445248,6/2/2019 8:33,1,type3
transfer,37414,77508,445248,5/22/2019 12:09,1,type3
transfer,48631,77508,445248,5/13/2019 14:41,1,type3
transfer,58492,77508,445248,4/30/2019 8:44,1,type3
transfer,71160,77508,445248,7/3/2019 8:12,1,type3
transfer,57896,77508,445249,3/8/2019 9:43,1,type3
transfer,22313,77508,445249,7/3/2019 11:52,1,type3
transfer,80105,77508,445249,3/17/2019 14:37,1,type3
transfer,76977,77508,445249,3/28/2019 13:12,1,type3
transfer,90128,77508,445249,4/16/2019 11:45,1,type3
transfer,41512,77508,445249,5/23/2019 8:32,1,type3
transfer,69445,77508,445249,5/19/2019 14:51,1,type3
transfer,99359,77508,445249,4/27/2019 11:21,1,type3
transfer,89799,95498,281506,2/25/2019 14:49,1,type3
transfer,8439,95498,281506,4/15/2019 8:15,1,type3
transfer,60722,95498,281506,6/14/2019 12:06,1,type3
transfer,59359,95498,281506,3/6/2019 11:41,1,type3
transfer,56249,95498,281506,5/24/2019 9:49,1,type3
transfer,60661,95498,281506,7/9/2019 14:26,1,type3
transfer,6752,95498,281506,4/3/2019 11:02,1,type3
transfer,73912,95498,281506,5/6/2019 15:32,1,type3
transfer,65179,95498,281506,2/21/2019 9:47,1,type3
transfer,14146,95498,281506,3/11/2019 14:09,1,type3
transfer,14092,95498,281506,4/5/2019 12:20,1,type3
transfer,862,95498,281506,7/18/2019 9:11,1,type3
transfer,28267,95498,281506,4/6/2019 10:56,1,type3
transfer,51514,95498,281506,5/31/2019 14:09,1,type3
transfer,14126,95498,281506,6/13/2019 9:11,1,type3
transfer,53999,95498,281506,3/18/2019 15:11,1,type3
transfer,95231,95498,281506,6/11/2019 14:47,1,type3
transfer,25156,95498,281506,5/20/2019 10:09,1,type3
transfer,95979,95498,281507,3/26/2019 14:40,1,type3
transfer,71687,95498,281507,6/11/2019 10:33,1,type3
transfer,66923,95498,281507,7/1/2019 13:37,1,type3
transfer,5780,95498,281507,4/5/2019 8:54,1,type3
transfer,84359,95498,281507,5/17/2019 10:49,1,type3
transfer,82135,95498,281507,4/29/2019 15:27,1,type3
transfer,15214,95498,281507,3/13/2019 14:05,1,type3
transfer,4986,95498,281507,3/3/2019 12:41,1,type3
transfer,89938,95498,281507,6/7/2019 14:53,1,type3
cash-in,8764,60280,2124536,4/20/2019 9:35,0,none
cash-in,76487,57212,3973331,3/18/2019 12:04,0,none
cash-in,37401,37131,4689663,7/8/2019 11:08,0,none
cash-in,5490,51446,6080470,4/1/2019 13:40,0,none
cash-in,4859,19283,277215,4/14/2019 8:02,0,none
cash-in,13983,54664,4793288,7/14/2019 14:38,0,none
cash-in,41370,78452,6531605,6/1/2019 11:04,0,none
cash-in,44836,49597,1893610,6/28/2019 13:40,0,none
cash-in,19236,29620,1457754,6/24/2019 15:41,0,none
